,content,tokens_final,cluster,action_cluster
1319,그래도 오프라인이 좋습니다.. 직원할인가도 받으시구 직접 제품도 보셔야죵!,"['오프라인', '좋다', '직원', '할인', '제품']",4,2
1320,신혼으로 사는건 오프라인이 더 할인률이 크다고했던 것 같아요~,"['신혼', '사다', '오프라인', '할인', '크다']",4,2
1321,저 품목이면 오프라인이 나을수도있어요! 한번 견적비교 받으세요~ 다품목할인,"['품목', '오프라인', '견적', '비교', '품목', '할인']",4,1
1322,저정도로 구입하시는 거면 많이 구매하시는 거라 대량 구매랑 신혼 할인 다 받아보시면 모를 것 같은데...ㅎ 동일 브랜드로 하실거면 매장도 함 가보세용,"['구입', '구매', '대량', '구매', '신혼', '할인', '동일', '브랜드', '매장']",4,2
1323,견적은 한번 받아보세요~! 항목 많으면 오프라인이 더 싸기도 하더라구요 부탁드려요:,"['견적', '항목', '많다', '오프라인', '싸다', '부탁드리다']",4,1
1324,오프라인이요! 상담받고 눈으로보고 고르는게 좋아요!답완,"['오프라인', '상담', '고르다', '좋다']",4,1
1325,오프라인이요! 실물로봤을때 싼티나는? 느낌이 싫어서요..,"['오프라인', '실물', '싸다', '느낌', '싫다']",4,1
1326,둘다 비교해보고 구매할래요! 근데 아마 오프라인 신혼부부 혼수 혜택이 더 큰걸로 알고있어요! 답완,"['비교', '구매', '오프라인', '신혼부부', '혼수', '혜택', '크다']",4,1
1327,아무래도 오프라인이 금액이 더 저렴하더라구요,"['오프라인', '금액', '저렴하다']",4,1
1328,신혼혜택때문에 오프라인으로 많이 사는 것 같아요!,"['신혼', '혜택', '오프라인', '사다']",4,1
1329,오프라인가서 패키지 카드 할인 이런거 받으면 더 저렴해지더라구여~,"['오프라인', '패키지', '카드', '할인', '저렴하다']",4,2
1330,저희도 알아보니 많은품목을 사는거면 오프라인이 좋은거같아요 부탁드려요~~,"['알아보다', '많다', '품목', '사다', '오프라인', '좋다', '부탁드리다']",4,2
1331,오프라인이 생각보다 저렴하더라두요. 대신 견적은 좀 내보셔야해요. 답완!,"['오프라인', '생각', '저렴하다', '대신', '견적', '내다']",4,1
1332,전자제품 같은 경우 저는 오프라인에서 했고 설치전에 조금 더 할인 받을 수 있나해서 새로 오픈점 생겨서 오프라인으로 같은 제품 모델명까지 같은걸로 받았는데도 300이나 차이나더라구요 비행기는 6월 기점으로 더 오른거 같아요...제가 예약했울때 전쟁때문에 경유도 길어지고 - 러시아 상공을 못지나가서.. 비용도 올라간다고 설명 듣긴했어요,"['전자', '제품', '오프라인', '설치', '할인', '오픈', '생기다', '오프라인', '제품', '모델명', '차이', '비행기', '기점', '오르다', '예약', '울다', '전쟁', '경유', '길다', '러시아', '상공', '지나가다', '비용', '올라가다', '설명']",4,2
1333,오프라인으로 상담가면 한복 예물 예복 가전 등 프로모션 많이 하더라구용!,"['오프라인', '상담', '한복', '예물', '예복', '가전', '프로모션']",4,1
1334,300만원 넘으면 신혼부부 할인되서 무조건 오프라인이 싸더라구요. 직원가로 사려다가 오프라인가서 샀습니다 냉장고 하나 샀는데 ㅎㅎ,"['넘다', '신혼부부', '할인', '오프라인', '싸다', '직원', '사다', '오프라인', '사다', '냉장고', '사다']",4,1
1335,백화점이나 가전매장 신혼부부혜택이 좋더라구요 부탁드려용,"['백화점', '가전', '매장', '신혼부부', '혜택', '좋다', '부탁드리다']",4,1
1336,오프라인이랑 임직원가 비교해봤는데 임직원가가 더 나았어요,"['오프라인', '원가', '비교', '임직원']",4,1
1337,답완저도 고민중인데 신혼혜택이 크다해서 오프라인한버 가보려구요!,"['고민', '신혼', '혜택', '크다', '오프라인한버']",4,1
1338,품목을 몇개하세여 ㅎㅎ 여러개면 오프라인이 싸요!,"['품목', '오프라인', '싸다']",4,2
1339,신상욕심없우시면 오프라인이 더 쌀거에요 !,"['신상', '욕심', '오프라인', '싸다']",4,4
1340,다품목이면 오프라인이 훨씬 괜찮은 것 같아요!,"['품목', '오프라인', '괜찮다']",4,2
1341,오프라인이 패키지로 묶이면 훨씬 저렴할 것 같아요!완,"['오프라인', '패키지', '묶이다']",4,2
1342,혼수 한번에 구먀하시는 거면 오프라인이 더 싸더라구요! 답완,"['혼수', '구먀', '오프라인', '싸다']",4,1
1343,오프라인이요! 저번에 견적대충보니까 할인율 50프로는 넘는것같았어요!,"['오프라인', '견적', '할인', '넘다']",4,1
1344,한가지 브랜드로 많이사면 오프라인이 할인율이 높더라구요!,"['브랜드', '사다', '오프라인', '할인', '높다']",4,2
1345,오프라인이 싸대요 저도 오프로 알아보려규요,"['오프라인', '싸다', '알아보다']",4,2
1346,품목 많으면 오프라인이 혜택이나 가격이 좋더라구요.답완,"['품목', '많다', '오프라인', '혜택', '가격', '좋다']",4,1
1347,비슷한거 같은데 서비스등이 오프라인이 좋은거 같아요,"['서비스', '오프라인', '좋다']",4,2
1348,오프라인이 좋을 것 같아요! 직접 보고 설명듣고 할인가까지 알려주셔서 좋았어요!,"['오프라인', '좋다', '설명', '할인', '알리다', '좋다']",4,1
1349,저렇게 사실꺼면 오프라인이더 괜찮을꺼같아요,"['사다', '오프라인', '괜찮다']",4,2
1350,힘드시겠지만 노력하신만큼 할인율 더 좋은매장 찾으실거에요,"['힘들다', '노력', '할인', '좋다', '매장', '찾다']",4,2
1351,맞아요 묶어서사는거면 오프라인이 괜찮죠ㅎㅎ,"['맞다', '묶다', '사다', '오프라인', '괜찮다']",4,2
1352,"한 5종 이런식으로 넘어가면, 오프라인이 더 저렴하대용","['넘어가다', '오프라인', '저렴하다']",4,2
1353,정말 케이스바이케이스더라구요~ 오프라인은 거의 와르르사야 할인이 많이되는 느낌이들어서 오픈샵 찾아봐야겠어용,"['케이스', '바이', '케이스', '오프라인', '사다', '느낌', '들다', '오픈', '찾다']",4,1
1354,묶음? 으로 사는건 오프라인이 싸지 않을까 싶어요~,"['묶음', '사다', '오프라인', '싸다']",4,1
1355,어려 제품을 구매하시는 거면 오프라인이 더 저렴할거 같아용 ㅎㅎ 아무래도 많이 사니까 할인폭도 크더라구용!,"['어리다', '제품', '구매', '오프라인', '저렴하다', '사다', '할인', '크다']",4,2
1356,오프라인이 더 저렴할거 같아요. 보통 행사품목으로 많이들어가는 상품이라,"['오프라인', '저렴하다', '행사', '품목', '들어가다', '상품']",4,1
1357,하나사는거 아니고 여러개사는거면 오프라인이 믿음도 가고 가격혜택도 있고 좋은 거 같아욤,"['사다', '사다', '오프라인', '믿음', '가격', '혜택', '좋다']",4,1
1358,천안에 볼일보러 갔을때 천안에있는 오픈매장에 가면서 뭘 이렇게까지 해야하나 싶었는데 문자 답장 오는것들만 비교해도 작게는 15부터 백단위이상 차이나니까 안할수가 없더라구요 ㅎㅎ 화이팅이요,"['천안', '볼일', '천안', '오픈', '매장', '문자', '답장', '비교', '작다', '단위', '이상', '차이']",4,4
1359,혼수가전으로 여러개 묶어서 사는경우에는 오프라인이 좋더라구용,"['혼수', '가전', '묶다', '사다', '오프라인', '좋다']",4,1
1360,오프라인이 캐시백 더 많아요! 그리고 적힌 금액보다 물어보면 더 저렴하구요,"['오프라인', '캐시백', '많다', '적히다', '금액', '저렴하다']",4,1
1361,500 넘으면 오프라인이요! 사은품 때문에 ㅎㅎ,"['넘다', '오프라인', '사은품']",4,1
1362,저흰 에몬스꺼 샀는데 매장에서 할인받아서 160대인 리클라이너 117에 샀어요ㅋㅋ,"['희다', '에몬스꺼', '사다', '매장', '할인', '리클라이너', '사다']",4,4
1363,와우 뭐로사셨나요? 백화점 비쌀거같은데,"['사다', '백화점', '비싸다']",4,4
1364,"백화점 웨딩 마일리지?하면 왠만큼 저렴해지는거 같더라구요. 그리고 온라인에서 살경우엔 인증점마크 확인하고 사시구, 물류센터에서 직배 오는걸루 사셔야해요!","['백화점', '웨딩', '마일리지', '온라인', '살다', '인증', '마크', '확인', '사다', '물류', '센터', '직배', '사다']",4,4
1365,"전 백화점에서 샀어요, 대리점보다 백화점이 더 쌌구요 백화점에서 사면 따로 카드 안만들어도 되요! 대신 웨딩마일리지는 있으면 더 좋겠죠? 그리고 현금으로 하면 아마 더 싸게 살수있을꺼예요","['백화점', '사다', '대리점', '백화점', '싸다', '백화점', '사다', '카드', '만들다', '대신', '웨딩', '마일리지', '좋다', '현금', '싸다', '사다']",4,1
1366,축하드려요! 저도 리클라이너 쇼파살예정이에요 오프라인은많이비싼가요?ㅠㅠ,"['축하', '드리다', '크다', '라이너', '쇼파', '사다', '예정', '오프라인', '비싸다']",4,4
1367,매장은 진짜 바가지 심한것같아요 ㅠㅠ,"['매장', '바가지', '심하다']",4,2
1368,설치기사님 복불복인데 잘만나셨네용ㅋㅋ,"['설치', '기사', '복불복', '만나다']",4,2
1369,15만원이면 진짜 큰데요? 어떤 모델인지 알 수 있을까요~,"['크다', '모델']",4,2
1370,오 현명하시다ㅠㅠ 저도 작년에 6월에 사려다가 다 품절되서 개고생했어요,"['현명', '작년', '사다', '품절', '고생']",4,4
1371,여름에 급하게 사면 바가지 쓰는게 맞죠ㅋㅋ 잘하셨어요,"['여름', '급하다', '사면', '바가지', '쓰다', '맞다']",4,4
1372,헐 대박ㅋㅋ 저도 어제 주문했는데 내일 온대요 부럽,"['주문', '내일']",4,3
1373,와 11시 주문에 7시 도착이면 실화냐 ㅋㅋ,"['주문', '도착', '실화']",4,3
1374,3년 고민ㅋㅋ 저도 그랬는데 진작 살껄 후회중,"['고민', '사다', '후회']",4,1
1375,설치하면 바로 후기 올려주세요!,"['설치', '후기', '올리다']",4,2
1376,리뷰 보실때 베스트리뷰말고 최신순으로 보세요~ 광고성 거르는게 포인트,"['리뷰', '베스트', '리뷰', '말', '최신', '광고', '거르다', '포인트']",4,2
1377,ㅇㅈ.. 저도 비슷한경험있음 ㅋㅋ 그냥 오프라인이 맘편해,"['비슷하다', '경험', '오프라인', '편하다']",4,1
1378,에구 속상하셨겟다 환불은 잘되셨나용?,"['속상하다', '환불']",4,1
1379,앱으로 신청되는거 몰랐음ㄷㄷ 정보감사합니당,"['신청', '정보', '감사']",4,3
1380,다음날? 완전빠르네요ㅋㅋ 오프라인도 이틀은 걸리던데,"['다음날', '빠르다', '오프라인', '이틀', '걸리다']",4,3
1381,15만원 차이면 개이득아니냐ㄷㄷ,"['차이', '이득']",4,3
1382,헐 저도 그거 놓쳐서 멘붕왔었는데ㅋㅋ 결국 현카 썼어요,"['놓치다', '멘붕', '결국', '쓰다']",4,2
1383,헐 저도 그거 장바구니에 담아놨다가 놓쳤어요ㅠㅠ 부럽,"['장바구니', '담다', '놓치다']",4,1
1384,55면 개이득이네 ㅋㅋ 전 작년에 70주고샀음,"['이득', '작년', '사다']",4,4
1385,저도 이번에 11번가에서 삼성꺼 질렀는데 아직 안왔어요ㅋㅋ 설렘,"['삼성', '끄다', '지르다', '설레다']",4,4
1386,오 400 대박이네요ㄷㄷ 전 아직도 매장파인데 고민되네,"['대박', '매장', '고민']",4,3
1387,축하해용! 신혼집 꾸미는거 진짜 재밌죠ㅎㅎ,"['축하', '신혼', '꾸미다', '재밌다']",4,3
1388,폐가전 버리는것도 온라인 시대네요 ㅋㅋ,"['가전', '온라인', '시대']",4,1
1389,저 대형 냉장고 그렇게 수거했는데 무료였어요~,"['냉장고', '수거', '무료']",4,4
1390,헐 15만원이면 꽤 큰데요? 저도 담에 공식몰 먼저 체크해야겟다,"['크다', '공식', '체크']",4,2
1391,멤버십 등급 올라가면 추가할인도 있어서 좋음,"['멤버십', '등급', '올라가다', '추가', '할인', '좋다']",4,1
1392,가격 얼마나 차이났어요?,"['가격', '차이']",4,3
1393,기사님 복불복인데 잘만나셧네용ㅋㅋ,"['기사', '복불복', '만나다']",4,2
1394,오브제 디자인 진짜 예쁘던데ㅋㅋ 부럽네요,"['오브제', '디자인', '예쁘다']",4,2
1395,헐 30만원 차이요? 완전 이득이네요 ㅠㅠ 저도 지금 고민중인데,"['차이', '이득', '고민']",4,3
1396,인정요 ㅋㅋ 저도 작년 7월에 사려다가 가격보고 기절,"['인정', '작년', '사다', '가격', '기절']",4,1
1397,맞아여 저 4월초에 샀는데 5만원차이남 ㄷㄷ,"['맞다', '사다', '차이']",4,4
1398,저도 제트 쓰는데 진짜 만족해요! 배터리도 오래가구,"['제트', '쓰다', '만족', '배터리']",4,1
1399,가성비면 제트가 답이죠 ㅎㅎ 축하드려요~,"['가성비', '제트', '축하', '드리다']",4,3
1400,오프라인은 전시품 떠넘기려는거같아서 ㄴㄴ,"['오프라인', '전시품', '떠넘기다']",4,2
1401,27 개이득이네 ㄷㄷ 저도 어제 네이버에서 봤는데 32였거든요,"['이득', '네이버']",4,3
1402,식세기는 진짜 인생템이에요ㄷㄷ 온라인이 확실히 저렴하긴한데 설치가 관건이죠,"['세기', '인생', '온라인', '설치', '관건']",4,1
1403,애셋이면 진작살걸 후회하실거에요ㅋㅋ 전 2년째 쓰는중,"['사다', '후회', '쓰다']",4,1
1404,가격은 좀비싸도 이럴때 빛을보네ㄷㄷ,"['가격', '비싸다']",4,4
1405,위닉스꺼 쓰는데 소음은 좀 있어요 ㄷㄷ,"['위닉스꺼', '쓰다', '소음']",4,1
1406,870리터면 진짜 크던데 계단으로? 기사님 체력 ㄷㄷㄷ,"['크다', '계단', '기사', '체력']",4,2
1407,매장은 임대료가 있으니까요ㅠ 근데 50은 좀 심한듯,"['매장', '임대료', '심하다']",4,4
1408,국민 15프로 나오면 그것도 괜찮아요ㅋㅋ 저는 그때 냉장고 샀습니다,"['국민', '나오다', '괜찮다', '그때', '냉장고', '사다']",4,4
1409,헐 저도 그거 장바구니 담아놨는데 품절됐어요ㅠㅠ 부럽,"['장바구니', '담다', '품절']",4,4
1410,300 ㄷㄷ 완전 대박이네요 축하드려요!,"['대박', '축하', '드리다']",4,3
1411,시어머님 쿨하시네 ㅋㅋ 우리 시어머니는 직접 보자고..ㅠ,"['시어머님', '쿨하다', '시어머니']",4,2
1412,쿠팡에서도 폐가전수거 옵션 잇던데 공짜인가요?,"['쿠팡', '가전', '수거', '옵션', '공짜']",4,4
1413,진짜 예전엔 폐가전 버리기 개귀찮았는데 ㅠㅠ 세상좋아짐,"['예전', '가전', '귀찮다', '세상', '좋다']",4,1
1414,비스포크 부럽ㄷㄷ 저도 곧 바꿔야하는데 고민중,"['비스', '포크', '바꾸다', '고민']",4,2
1415,혹시 카드할인 받으셨어요?,"['카드', '할인']",4,2
1416,20만원이면 완전 이득이네ㅋㅋ 부럽,['이득'],4,3
1417,오브제 진짜 예쁘던데 부럽습니다ㅠ 저도 곧 질러야지,"['오브제', '예쁘다', '지르다']",4,2
1418,헐 대박이네요! 저도 찜해놨는데 언제 살지ㅠ,"['대박', '찜하다', '살다']",4,2
1419,38만원이면 완전 개이득ㅋㅋ 축하드려용,"['이득', '축하', '드리다']",4,3
1420,지금이 진짜 적기죠 ㅋㅋ 5월만 되도 바로 오름,"['지금', '적기', '오르다']",4,3
1421,혹시 어떤 모델이세요? 저도 지금 고민중인데 참고하고싶어요,"['모델', '고민', '참고']",4,3
1422,애기있으면 공청기 필수인거같아요 ㅠㅠ 어떤 제품 사셨어용?,"['애기', '필수', '제품', '사다']",4,1
1423,가격 오프라인이랑 차이많이나나요?,"['가격', '오프라인', '차이']",4,1
1424,로켓배송 중독됨ㅋㅋ 이제 매장 안가게됨,"['로켓', '배송', '중독', '매장']",4,2
1425,식세기 진짜 삶의질 올라가요 ㅋㅋ 축하드려용,"['세기', '올라가다', '축하', '드리다']",4,3
1426,저두 이번주 삼성꺼 LG몰에서 샀는데 배송 대기중이에요ㅠㅠ 같이 떨어요,"['삼성', '끄다', '사다', '배송', '대기', '떨다']",4,4
1427,헐 ㅠㅠ 그건좀 심한데요... 보상같은거라도 주던가요,"['심하다', '보상']",4,4
1428,요즘 재고관리 개판인듯,"['요즘', '재다', '관리', '개판']",4,1
1429,저는 네이버에서 그런적있어요 ㅠ 환불처리도 느려서 열받았음,"['네이버', '환불', '처리', '느리다']",4,1
1430,매장가면 기다려야되고 주차도 ㅈ같음ㅋㅋ,"['매장', '기다리다', '주차']",4,4
1431,52만원이요? 미쳤다 ㄷㄷ 완전 득템,"['미치다', '득템']",4,4
1432,200만원이면 진짜 큰돈인데ㄷㄷ 부모님 설득 어떻게 하셨어요?,"['크다', '부모', '설득']",4,3
1433,저도 혼수 준비중인데 용기 얻고 가요 ㅠㅠ 백화점 가면 눈치보이고 부담스러워서,"['혼수', '준비', '용기', '백화점', '눈치', '보이다', '부담']",4,1
1434,혼수가전 리스트 공유해주실수 있나요ㅎㅎ 저도 곧 준비해야돼서,"['혼수', '가전', '리스트', '공유', '준비']",4,1
1435,무료로 가져가나요? 아님 비용 드나요?,"['무료', '가져가다', '비용', '들다']",4,4
1436,15프로면 개이득이네 ㄷㄷ 얼마짜리 사신거에요?,"['이득', '얼마', '사다']",4,1
1437,오브제 색상 뭐로하셧어요? 저도 고민중ㅠ,"['오브제', '색상', '고민']",4,3
1438,사은품 뭐뭐 받으셨어요?,['사은품'],4,1
1439,헐 저도 지금 찜해놨는데 ㄷㄷ 쿠폰 중복적용되나요?,"['찜하다', '쿠폰', '중복', '적용']",4,2
1440,와 저도 알아보는중인데 정보 감사합니당 ㅠㅠ,"['알아보다', '정보', '감사']",4,3
1441,저도 작년에 5월에 미리샀는데 완전 잘한듯요 ㅎㅎ 6월되니까 진짜 20~30 올라가더라구요,"['작년', '사다', '올라가다']",4,4
1442,혹시 어떤 모델 사셨나요? 저도 고민중인데,"['모델', '사다', '고민']",4,4
1443,80 초반이면 개이득이네요ㄷㄷ 전 90중반에 샀던듯,"['초반', '이득', '중반', '사다']",4,4
1444,위닉스 제로 좋죠! 저희집도 이거쓰는데 3년째 문제없음,"['위', '닉스', '좋다', '쓰다', '문제없다']",4,1
1445,오 가격은 어느정도 하던가요? 저도 살까 고민중,"['가격', '사다', '고민']",4,1
1446,식세기 없다가 생기면 세상이 바뀜ㅋㅋ,"['세기', '생기다', '세상', '바뀌다']",4,3
1447,40만원 차이면 완전 이득이네요 부럽...나도 사야되는데,"['차이', '이득', '사다']",4,3
1448,15만원 추가는 좀 심하네용 ㄷㄷ 미리 알려주지,"['추가', '심하다', '알리다']",4,3
1449,저도 LG앱 진짜 편하더라구요~ 예약시간도 선택가능해서 좋음,"['편하다', '예약', '시간', '선택', '가능', '좋다']",4,1
1450,헐 저는 삼성AS는 일주일기다렸는데ㅠ 역시 브랜드마다 다른가봐요,"['삼성', '기다리다', '브랜드', '다르다']",4,4
1451,다음날AS는 진짜 빠른거네 ㄷㄷ 저희동네는 보통 3일걸리던데,"['다음날', '빠르다', '동네', '걸리다']",4,3
1452,근데 매장에서도 깎아달라하면 좀 깎아주지않나요?,"['매장', '깎다', '깎다']",4,4
1453,헐 15만원? 저 어제 현대카드로 질렀는데 ㅠㅠ,"['현대카드', '지르다']",4,4
1454,헐 저도 찜해놨는데 32만원이나 할인해요? 지금도 하나,"['찜하다', '할인', '지금']",4,2
1455,32 대박이네요ㄷㄷ 전 작년에 풀프라이스로 삼,"['대박', '작년', '프라이스', '삼다']",4,3
1456,축하드려요~~ 300 차이면 냉장고 하나값인뎈ㅋㅋ,"['축하', '드리다', '냉장고']",4,3
1457,무료 맞아요? 비용 따로 안드나요ㅜㅜ,"['무료', '맞다', '비용', '들다']",4,4
1458,와 꿀팁이네 감사합니당ㅋㅋ 안그래도 청소기 버릴라했는데,"['감사', '청소기', '버리다']",4,4
1459,20이면 개이득이네 ㅋㅋ 2주정도야 기다리죠뭐,"['이득', '기다리다']",4,4
1460,비스포크 컬러 조합 어떻게 하셨어요?,"['비스', '포크', '컬러', '조합']",4,2
1461,삼성몰 할인쿠폰 겹쳐쓰면 진짜 싸더라구요 ㅇㅈ,"['삼성몰', '할인', '쿠폰', '겹치다', '쓰다', '싸다']",4,2
1462,18평에 얼마짜리 다셨어요?,['얼마'],4,1
1463,5일이면 좀 오래 걸렸네용 ㅠ,['걸리다'],4,3
1464,30만원 차이면 완전 큰데요? 저도 당장 알아봐야겠어요 ㅋㅋ,"['차이', '크다', '당장', '알아보다']",4,3
1465,헐 저도 어제 주문했는데 오늘 왔어요ㅋㅋ 같은 제품인가,"['주문', '제품']",4,3
1466,29에서 26이면 꿀딜이네요! 정보 감사,"['정보', '감사']",4,3
1467,요즘 미세먼지 장난아니라 저도 하나 더 사야하나 고민중ㅜㅜ,"['요즘', '미세', '먼지', '장난', '사다', '고민']",4,4
1468,식세기 진짜 인생템이에요ㅋㅋ 부부싸움 90% 줄어듬,"['세기', '인생', '부부', '싸움', '줄다']",4,1
1469,ㅋㅋ아 공감요 저도 밤에 청소기 두개 산적있어요,"['공감', '청소기', '사다']",4,4
1470,6kg면 진짜 작은데ㄷㄷ 반품 안되나요?,"['작다', '반품']",4,4
1471,술먹고 쿠팡 들어가면 안된다는게 이런거구나ㅋㅋ,"['먹다', '쿠팡', '들어가다']",4,2
1472,헐 저도 LG씽큐앱으로 했는데 진짜 편함ㅋㅋ,"['씽큐앱', '편하다']",4,4
1473,기사님 친절하셧나요? 전 당첨이엇는지 개불친절..ㄷㄷ,"['기사', '친절', '당첨', '친절']",4,1
1474,앱 깔기 귀찮아서 전화했는데 역시 시대를 따라가야하나봐요ㅠ,"['깔다', '귀찮다', '전화', '시대', '따르다']",4,3
1475,전 위닉스 쓰는데 괜찮아요~ 소음도 생각보단 안심하구,"['닉스', '쓰다', '괜찮다', '소음', '생각', '안심']",4,1
1476,장마전에 미리미리 사놓는게 답입니다ㅠ 지금 품절 많더라구요,"['장마', '사다', '품절', '많다']",4,4
1477,헐 진짜요? 저 삼성카드인데 삼성몰 보니까 15% 할인 이벤트 하던데 ㅋㅋ,"['삼성카드', '삼성몰', '할인', '이벤트']",4,3
1478,타이밍 잘 맞추신듯! 저는 놓쳐서 풀프라이스로 삿어요ㅠㅠ,"['타이밍', '맞추다', '놓치다', '프라이스', '사다']",4,3
1479,와 30만원 차이면 엄청나네 ㄷㄷㄷ 부럽,"['차이', '엄청나다']",4,3
1480,블프 놓쳤는데 넘 후회중ㅠ,"['블프', '놓치다', '후회']",4,1
1481,70만원대요? 저 지금 찾아봐도 90은 넘던데ㄷㄷ,"['찾아보다', '넘다']",4,1
1482,역시 타이밍이죠ㅎㅎ 축하드려요~,"['타이밍', '축하', '드리다']",4,3
1483,LG몰도 폐가전무료수거 되나요?,"['가전', '무료', '수거']",4,4
1484,요즘은 다 되더라구요 ㅋㅋ 저도 작년에 tv 바꿀때 씀,"['요즘', '작년', '바꾸다', '쓰다']",4,4
1485,포인트 적립되나요? 몰랐어요,"['포인트', '적립']",4,2
1486,수거 무료 부럽.. 저는 따로 돈내고 버렸는데ㅠ,"['수거', '무료', '내다', '버리다']",4,4
1487,오브제 디자인 이쁘죠~ 전 coupang에서 샀는데 익일배송 되더라구요,"['오브제', '디자인', '이쁘다', '사다', '익일', '배송']",4,4
1488,헐 저도 어제 똑같은거 샀는데 92만원 주고샀어요ㅠㅠ 쿠팡 체크를 안했네,"['똑같다', '사다', '사다', '쿠팡', '체크']",4,2
1489,트롬 쓰는데 진심 만족중ㅎㅎ 잘 사셨어요!,"['트다', '쓰다', '진심', '만족', '사다']",4,4
1490,근데 너무 일찍 사면 신제품 나올수도 있잖아요..? 그것도 고민 ㅎㅎ,"['사다', '제품', '나오다', '고민']",4,4
1491,7-8월은 진짜 헬게이트임 ㅋㅋ 지금 사놓는게 정신건강에 이로움,"['게이트', '사다', '정신', '건강']",4,2
1492,근데 AS는 어디서 받으시나요? 다이슨 공식 AS 되는건가,"['다이슨', '공식']",4,3
1493,오 저도 지금 장바구니 담아놨는데 용기얻고 갑니다!,"['장바구니', '담다', '용기']",4,1
1494,헐 저도 어제 봤던 그 제품인가ㅋㅋ 29만원 맞죠?,"['제품', '맞다']",4,4
1495,저도 미세먼지 개심해서 급하게 사야되는데 ㄱㅅ,"['미세', '먼지', '개심', '급하다', '사다']",4,4
1496,오 저도 고민중인데 어떤 제품 사셨어요?,"['고민', '제품', '사다']",4,4
1497,저도 애기 키우는데 진작살껄 후회중이에요 ㅠ,"['애기', '키우다', '사다', '후회']",4,1
1498,ㅋㅋ리뷰 다 조작인거 모르셨어요? 요즘 다 광고글임,"['리뷰', '조작', '요즘', '광고']",4,2
1499,저도 LG앱으로 신청했는데 진짜 빠르더라구요 굿굿,"['신청', '빠르다', '좋다', '좋다']",4,3
1500,LG 고객센터 앱 진짜 잘만들어놨어요ㅎㅎ 삼성도 비슷한데,"['고객', '센터', '만들다', '삼성', '비슷하다']",4,4
1501,물통 비우는거 은근 귀찮던데ㅋㅋ 자주 비워야해요,"['물통', '비우다', '은근', '귀찮다', '비우다']",4,2
1502,헐 저도 그거 겪었어요ㅋㅋ 복도 폭 미리 재봐야됨,"['겪다', '복도', '재']",4,2
1503,15만원이면 아파요ㅠ 근데 LG몰은 가격은 진짜 괜찮죠?,"['아프다', '가격', '괜찮다']",4,1
1504,ㅇㅈ.. 저도 그런적있어요 현대카드 20만원 할인 놓쳐서 진심 이틀동안 우울했음,"['현대카드', '할인', '놓치다', '진심', '이틀', '동안', '우울']",4,2
1505,고객센터 전화해서 취소후 재결제 가능할수도?,"['고객', '센터', '전화', '취소', '결제', '가능']",4,3
1506,23만원 차이면 개이득이네요ㅋㅋ 축하해용,"['차이', '이득', '축하']",4,3
1507,40만원 차이면 완전 큰돈인데.. 잘하셨네요! 요즘 온라인이 훨씬 저렴해요,"['차이', '크다', '요즘', '온라인', '저렴하다']",4,2
1508,설치도 똑같고 제품도 똑같은데 왜 오프라인이 비싼지 이해안됨ㅋㅋ,"['설치', '똑같다', '제품', '똑같다', '오프라인', '비싸다', '이해']",4,1
1509,헐 몰랐어요ㄷㄷ 집에 낡은 청소기 처리 고민중이였는데 정보 감사합니다,"['낡다', '청소기', '처리', '고민', '정보', '감사']",4,1
1510,무료수거 되는줄 몰라서 용달 부를뻔ㅠㅠ,"['무료', '수거', '부르다']",4,4
1511,쿠팡이랑 15만원차이면 공식몰이 맞죠 담엔 저도 거기서 살래요,"['쿠팡', '차이', '공식', '몰이', '맞다', '살다']",4,2
1512,헐 10프로 할인 대박이네요! 전 매장에서 샀는데 속상ㅠㅠ,"['할인', '대박', '매장', '사다']",4,2
1513,3주 기다리는거 진짜 힘들텐데 ㅋㅋ 그래도 할인받으셨으니 이득!,"['기다리다', '힘들다', '할인', '이득']",4,4
1514,저도 삼성몰 노리는중인데 언제 할인 들어온거에요?,"['삼성몰', '노리다', '할인', '들어오다']",4,3
1515,비스포크 색조합 맘대로 하는거 개꿀ㅋㅋ 부럽,"['비스', '포크', '조합']",4,2
1516,2주는 좀 오래 걸렸네요 ㄷㄷ 요즘 성수기라 그런가,"['걸리다', '요즘', '성수기']",4,2
1517,오 저도 디오스 쓰는데 조아요!,"['디오스', '쓰다', '조아']",4,1
1518,40만원 차이면 진짜 크네요ㄷㄷ 어느 판매처서 구매하셨어요?,"['차이', '크다', '판매', '구매']",4,2
1519,네이버쇼핑 스마트스토어 괜찮나요? 공식몰이랑 가격차이 좀 있던데,"['네이버 쇼핑', '스마트', '스토어', '괜찮다', '공식', '가격', '차이']",4,3
1520,저도 작년에 5월에 샀는데 2주 기다렸어요 ㅋㅋ 지금이 딱 좋은 타이밍인듯,"['작년', '사다', '기다리다', '지금', '좋다', '타이밍']",4,4
1521,헐 10만원 넘게 차이나네요ㄷㄷ 전 매장에서 샀는데 후회됨,"['넘다', '차이', '매장', '사다', '후회']",4,1
1522,아 저도 사고싶은데 남편이 필요없댜서..ㅠㅠ 부러워용,"['사다', '남편', '필요', '서다']",4,3
1523,어느 제품이세요? 저도 알아보는중ㅠ,"['제품', '알아보다']",4,2
1524,저도 요즘 알아보는중인데 어떤모델 구매하셨어요?,"['요즘', '알아보다', '모델', '구매']",4,2
