,content,vector,cluster,tokens_final,text_for_tfidf,action_cluster
3566,"구입 제품 수량에 따라 달라요! 5개 미만은 온라인, 5개 이상은 오프라인 매장! 오프라인 매장은 사는 수량만큼 할인율이 올라가더라고요 엄처엉 발품 팔아 견적 받아봤는데 저희는 기존에 쓰던 제품들이 많아 수량이 적어서 결국 온라인이 제일 싸길래 온라인에서 했는데 대만족이욤!","[-0.00496674  0.03405762 -0.03479004 ... -0.0355835  -0.02958679
  0.00749588]",2,"['구입', '제품', '수량', '따르다', '다르다', '미만', '온라인', '이상', '오프라인', '매장', '오프라인', '매장', '사다', '수량', '할인', '올라가다', '엄처엉', '발품', '팔다', '견적', '기존', '쓰다', '제품', '많다', '수량', '적다', '온라인', '싸다', '온라인', '만족']",구입 제품 수량 따르다 다르다 미만 온라인 이상 오프라인 매장 오프라인 매장 사다 수량 할인 올라가다 엄처엉 발품 팔다 견적 기존 쓰다 제품 많다 수량 적다 온라인 싸다 온라인 만족,2
3567,"카페에서 봤었는데, 다품목으로 여러가지구매하실거면 오프라인이 저렴하고 1~2개 품목만 사는거면 온라인이 저렴하다그랬어요! 다품목으로 구매할때 백화점이나 할인들어가는게 많대요","[ 0.00978088  0.01766968 -0.03826904 ... -0.02088928 -0.03683472
  0.0004158 ]",2,"['카페', '품목', '구매', '오프라인', '품목', '사다', '온라인', '품목', '구매', '백화점', '할인', '들어가다', '많다']",카페 품목 구매 오프라인 품목 사다 온라인 품목 구매 백화점 할인 들어가다 많다,2
3568,"다품목으로 사면 오프라인이 저렴하죠. 그런데 백화점, 하이마트 등 주력모델이 달라요. 아무래도 백화점은 최상위모델위주이고, 하이마트나 대리점은 그것보단 아래모델이죠. 인터넷은 여러모델이 있고, 오프에는 파는 모델이지만 온라인에는 없는 모델도 있구요 ㅎㅎ 여러경로를 비교해보시능게 좋아요","[ 0.00242996  0.00605774 -0.04360962 ... -0.02713013 -0.02026367
  0.00291443]",2,"['품목', '사다', '오프라인', '저렴하다', '백화점', '하이마트', '주력', '모델', '다르다', '백화점', '상위', '모델', '위주', '하이마트', '대리점', '아래', '모델', '인터넷', '모델', '오프', '파', '모델', '온라인', '모델', '경로', '비교', '좋다']",품목 사다 오프라인 저렴하다 백화점 하이마트 주력 모델 다르다 백화점 상위 모델 위주 하이마트 대리점 아래 모델 인터넷 모델 오프 파 모델 온라인 모델 경로 비교 좋다,2
3569,다품목으로 견적받고 그 모델로 하나하나 인터넷 쳐서 최저가 비교해봤는데 온라인보다 저렴했어요!,"[-0.00043154  0.02685547 -0.03167725 ... -0.02909851 -0.03631592
 -0.00797272]",2,"['품목', '견적', '모델', '인터넷', '치다', '최저', '비교', '온라인']",품목 견적 모델 인터넷 치다 최저 비교 온라인,0
3570,"많이 사면 오프라인이 더 싸긴 한거같아요,, 대신 항목이적으면 인터넷이 좋구요","[ 0.00302696  0.01675415 -0.04165649 ... -0.03540039 -0.01937866
  0.01448822]",2,"['사다', '오프라인', '싸다', '대신', '항목', '적다', '인터넷', '좋다']",사다 오프라인 싸다 대신 항목 적다 인터넷 좋다,2
3571,그래서 다들 오프라인에서 구매하려 하나봐요.. 근데 결재가격이 좀 부담스러워서..ㅠ,"[ 0.00281525  0.03771973 -0.02372742 ... -0.02383423 -0.04367065
  0.00377464]",2,"['오프라인', '구매', '결재', '가격', '부담']",오프라인 구매 결재 가격 부담,1
3572,오프라인에서 추천받았던거 위주로 봐보셔여,"[ 0.00520706  0.01445007 -0.01933289 ... -0.02668762 -0.00052309
 -0.02020264]",2,"['오프라인', '추천', '위주']",오프라인 추천 위주,0
3573,네 모델명은 견적시에 받아봤는데 온라인이 더싼경우도 있고 비싼경우도 있더라구요,"[ 0.00569916  0.02519226 -0.03601074 ... -0.03671265 -0.02902222
  0.00131702]",2,"['모델명', '견적', '온라인', '싸다', '비싸다']",모델명 견적 온라인 싸다 비싸다,0
3574,온라인 박람회도 너무 잘 되어있구 좋더라구요~,"[ 0.00804901  0.01330566 -0.02761841 ... -0.04019165 -0.025177
 -0.00368309]",2,"['온라인', '박람회', '좋다']",온라인 박람회 좋다,1
3575,마자요! 저는 오프라인 박람회전에 다이렉트 온라인박람회에서 견적이랑 업체먼저 비교하고 갔더니 빠른 계약할수있어서 좋았어용,"[-0.016922    0.01447296 -0.021698   ... -0.04266357 -0.0317688
 -0.01084137]",2,"['오프라인', '박람회', '다이렉트', '온라인', '박람회', '견적', '업체', '비교', '빠르다', '계약', '좋다']",오프라인 박람회 다이렉트 온라인 박람회 견적 업체 비교 빠르다 계약 좋다,0
3576,굳이 싸게 살수있는데 오프라인으로 가야하나 싶네요 ㅎㅎ..,"[-0.00224686  0.03662109 -0.02113342 ... -0.02507019 -0.03338623
 -0.00335121]",2,"['싸다', '사다', '오프라인']",싸다 사다 오프라인,1
3577,여러군데 발품팔아서 오프라인 한곳에서 한꺼번에 사는게 싸게 살 수 있었어요,"[ 0.0058136   0.03424072 -0.02648926 ... -0.01809692 -0.03817749
 -0.01809692]",2,"['발품', '팔다', '오프라인', '사다', '싸다', '사다']",발품 팔다 오프라인 사다 싸다 사다,1
3578,4품목 이상은 오프라인이 저렴하다고 들었어요 저는 백화점에서 구입했어요,"[ 0.01957703  0.00498962 -0.04104614 ... -0.03729248 -0.03741455
  0.00028324]",2,"['품목', '이상', '오프라인', '백화점', '구입']",품목 이상 오프라인 백화점 구입,2
3579,다품목 해당되시면 오프라인 발품 파는게 더 저렴합니다. 전 엘지에서 맞췄습니다!,"[-0.01502228  0.01937866 -0.03704834 ... -0.03579712 -0.02980042
  0.00720215]",2,"['품목', '해당', '오프라인', '발품', '파', '저렴하다', '엘지', '맞추다']",품목 해당 오프라인 발품 파 저렴하다 엘지 맞추다,0
3580,품목이 많으면 오프라인이 낫다그러고 아니면 인터넷이 낫대요~,"[ 0.00238609 -0.00167656 -0.02937317 ... -0.05282593 -0.02883911
 -0.00369072]",2,"['품목', '많다', '오프라인', '그러다', '인터넷']",품목 많다 오프라인 그러다 인터넷,2
3581,매장 발품 파시는게 좋을거같아요 ~ 저꺼도 놀러오세용 ㅎㅎ,"[ 0.00566101  0.02330017 -0.01759338 ... -0.04837036 -0.04046631
  0.01951599]",2,"['매장', '발품', '파', '좋다', '끄다', '놀다']",매장 발품 파 좋다 끄다 놀다,0
3582,직접 매장가서 발품팔고 인터넷이랑 비교해보려구요~,"[ 0.00390625  0.02592468 -0.00953674 ... -0.04180908 -0.04403687
  0.00026226]",2,"['매장', '발품', '팔다', '인터넷', '비교']",매장 발품 팔다 인터넷 비교,0
3583,저는 온라인이 어려워 매장에서봤는데 견적 괜찮았어요 ㅎㅎ,"[ 0.00785065  0.02204895 -0.03010559 ... -0.03323364 -0.03887939
  0.01157379]",2,"['온라인', '매장', '견적', '괜찮다']",온라인 매장 견적 괜찮다,1
3584,온라인으로 함 보고 오프도 갈거같아요!,"[-0.00263214  0.0355835  -0.00476837 ... -0.01876831 -0.01933289
 -0.00734329]",2,"['온라인', '오프']",온라인 오프,1
3585,"오프라인으로도 알아보고 했는데, 최종결정은 오프라인에서 계약완료 했어요.","[ 0.00741959  0.03637695 -0.02851868 ... -0.01638794 -0.03302002
 -0.02388   ]",2,"['오프라인', '알아보다', '최종', '결정', '오프라인', '계약', '완료']",오프라인 알아보다 최종 결정 오프라인 계약 완료,0
3586,매장 여러군데에서 견적받았었어요! 온라인이 싸긴한데 배송일자 맞추기가 힘들어요!,"[ 0.00218582  0.03186035 -0.03997803 ... -0.03988647 -0.04751587
 -0.00593185]",2,"['매장', '견적', '온라인', '싸다', '배송', '일자', '맞추다', '힘들다']",매장 견적 온라인 싸다 배송 일자 맞추다 힘들다,2
3587,매장에 직접방문해서 발품파는게 좋을것같아요,"[ 0.00865173  0.02201843 -0.02217102 ... -0.05291748 -0.03765869
  0.00706482]",2,"['매장', '방문', '발품', '파', '좋다']",매장 방문 발품 파 좋다,0
3588,전아직 발품팔기전인데 친구는 온라인이더쌌대요,"[-0.00445557  0.03405762 -0.01800537 ... -0.03488159 -0.04226685
 -0.01480103]",2,"['발품', '팔다', '친구', '온라인', '싸다']",발품 팔다 친구 온라인 싸다,0
3589,저는 둘다 봣는데 많이살거아니면 온라인 5가지이상이면 오프라인이 혜택이좋은거같아요!,"[ 0.00144482  0.0008812  -0.03155518 ... -0.04107666 -0.03143311
  0.00259018]",2,"['사다', '온라인', '이상', '오프라인', '혜택', '좋다']",사다 온라인 이상 오프라인 혜택 좋다,1
3590,저는 매장에서 둘러보고 맘에 드는게 있으면 인터넷에서 주문합니다. 가격이 100만원이상 차이나는 것도 많아요~,"[-0.00248718  0.01965332 -0.00232887 ... -0.03912354 -0.0329895
  0.00081539]",2,"['매장', '둘러보다', '인터넷', '주문', '가격', '이상', '차이', '많다']",매장 둘러보다 인터넷 주문 가격 이상 차이 많다,2
3591,매장에서 직접보고 골랐어요! 인터넷으로 어느정도는 파악하고 갔구요,"[ 0.00590897  0.0184021  -0.02438354 ... -0.03396606 -0.03068542
 -0.01264191]",2,"['매장', '고르다', '인터넷', '파악']",매장 고르다 인터넷 파악,2
3592,다품목은 오프라인 소품목은 온라인이 할인폭이 더 크다고 들은거같아요~,"[ 0.0002197   0.02044678 -0.03878784 ... -0.02166748 -0.04678345
 -0.02102661]",2,"['품목', '오프라인', '품목', '온라인', '할인', '크다']",품목 오프라인 품목 온라인 할인 크다,0
3593,저는 품목이 2개라 인터넷으로 구매했어요. 인터넷이 싸긴 하져.. 품목이 많으면 오프라인 많이 하세용,"[-0.00329208  0.01250458 -0.03631592 ... -0.01792908 -0.02926636
  0.00554276]",2,"['품목', '인터넷', '구매', '인터넷', '싸다', '품목', '많다', '오프라인']",품목 인터넷 구매 인터넷 싸다 품목 많다 오프라인,2
3594,매장가서 견적받고 인터넷이랑 비교후 구매?!,"[ 0.00744247  0.02755737 -0.02554321 ... -0.04623413 -0.03582764
  0.00449753]",2,"['매장', '견적', '인터넷', '비교', '구매']",매장 견적 인터넷 비교 구매,0
3595,품목이 많지 않으면 온라인구매 추천드릴게요~,"[ 0.00160694  0.01893616 -0.02410889 ... -0.03057861 -0.03805542
 -0.00787354]",2,"['품목', '많다', '온라인', '구매', '추천', '드리다']",품목 많다 온라인 구매 추천 드리다,0
3596,인터넷에서 사더라도 일단 매장 상담하고 견적은 받아볼거같아요 !,"[ 0.00212669  0.03363037 -0.02507019 ... -0.04519653 -0.03155518
  0.01397705]",2,"['인터넷', '사다', '매장', '상담', '견적']",인터넷 사다 매장 상담 견적,2
3597,매장 견적 세 군데 받고 인터넷 비교해서 구입했어요~ 결과적으로 매장 견적이 더 저렴했어요~,"[ 0.01986694  0.02407837 -0.03738403 ... -0.02812195 -0.0512085
 -0.01068115]",2,"['매장', '견적', '인터넷', '비교', '구입', '결과', '매장', '견적', '저렴하다']",매장 견적 인터넷 비교 구입 결과 매장 견적 저렴하다,0
3598,"품목을 많이사면오프라인이 좋고, 적으면 온라인 가라고해서 전 오프라인에서 다햇어용","[ 0.00485229  0.01654053 -0.04077148 ... -0.01829529 -0.0181427
 -0.0005827 ]",2,"['품목', '사다', '오프라인', '좋다', '적다', '온라인', '오프라인']",품목 사다 오프라인 좋다 적다 온라인 오프라인,0
3599,친구들한테 듣기로는 몇가지 한번에 오프라인에서 사면 더 싸다고 했어요,"[ 0.00723267  0.04165649 -0.04031372 ... -0.01548004 -0.02787781
 -0.01130676]",2,"['친구', '오프라인', '사다', '싸다']",친구 오프라인 사다 싸다,1
3600,매장에서 제품명 알아가지고 와서 검색해보면 온라인이 무조건 싸대요 근데 전 그럴 열정은 없어서 그냥 매장에서 견적받고 살듯요 ㅋㅋ,"[ 0.00669098  0.02877808 -0.03649902 ... -0.03930664 -0.01907349
  0.00627899]",2,"['매장', '제품명', '검색', '온라인', '싸다', '열정', '매장', '견적', '살다']",매장 제품명 검색 온라인 싸다 열정 매장 견적 살다,2
3601,그 인터넷에서사는거랑 매장에서사는게 조금 다르다고듣긴했어요ㅠ 싼이유가있었어용,"[ 0.00823212  0.02815247 -0.02580261 ... -0.02534485 -0.03076172
 -0.00479889]",2,"['인터넷', '사다', '매장', '사다', '다르다', '싸다', '이유']",인터넷 사다 매장 사다 다르다 싸다 이유,2
3602,매장가서 견적도받아보고 온라인으로도 볼거같아요!,"[ 0.00476074  0.0324707  -0.02354431 ... -0.04327393 -0.03552246
  0.01482391]",2,"['매장', '견적', '온라인']",매장 견적 온라인,0
3603,"저희는 온라인최저가, 매장별 가격4~5곳 정도 비교해서 매장에서 구매했습니다","[ 0.01937866  0.02731323 -0.02940369 ... -0.02427673 -0.04092407
 -0.00803375]",2,"['온라인', '최저', '매장', '가격', '비교', '매장', '구매']",온라인 최저 매장 가격 비교 매장 구매,0
3604,매장가서 견적받아보려구요 발품팔아야죠ㅠㅠ,"[ 0.0056572   0.02505493 -0.01737976 ... -0.05245972 -0.03979492
  0.02412415]",2,"['매장', '견적', '발품', '팔다']",매장 견적 발품 팔다,0
3605,견적 먼저 받고 온라인가 알아보셔도 좋을 것 같아요~,"[ 0.00494385  0.04089355 -0.02416992 ... -0.05480957 -0.0198822
 -0.00274658]",2,"['견적', '온라인', '알아보다', '좋다']",견적 온라인 알아보다 좋다,0
3606,브랜드 통일해서 받으시는게 더 저렴하실 것 같아요 가짓수가 많으시면 오프라인으로 통일해서요~!,"[-0.00311279  0.03814697 -0.0322876  ... -0.02809143 -0.02490234
  0.01047516]",2,"['브랜드', '통일', '저렴하다', '가짓수', '많다', '오프라인', '통일']",브랜드 통일 저렴하다 가짓수 많다 오프라인 통일,0
3607,매장 먼저가셔서 견적받고 온라인이랑 비교하시는게 좋을 것 같아요! 백화점도 상품권 많이 주니깐 같이 알아보세요~,"[ 0.01079559  0.02558899 -0.03631592 ... -0.0435791  -0.03375244
  0.00536728]",2,"['매장', '견적', '온라인', '비교', '좋다', '백화점', '상품']",매장 견적 온라인 비교 좋다 백화점 상품,0
3608,매장 상담해보고 인터넷에서 살거같아요~설명을 잘 해주실거 같아서요,"[ 0.01524353  0.01210022 -0.02658081 ... -0.0496521  -0.03051758
 -0.00405884]",2,"['매장', '상담', '인터넷', '사다', '설명']",매장 상담 인터넷 사다 설명,2
3609,손품발품 다 하시더라고요. 근데 매장에서 세트로 맞추는게 아마 제일 저렴할거에요.,"[ 0.02836609  0.02246094 -0.0461731  ... -0.04260254 -0.02531433
  0.03038025]",2,"['발품', '매장', '세트', '맞추다', '저렴하다']",발품 매장 세트 맞추다 저렴하다,1
3610,온라인 구매보다는 일단 오프라인 매장부터 가볼 거 같아요,"[ 0.00452805  0.01828003 -0.01529694 ... -0.02316284 -0.03756714
 -0.01155853]",2,"['온라인', '구매', '오프라인', '매장']",온라인 구매 오프라인 매장,1
3611,"저는 개인적으로 비싼건 오프라인, 저렴한건 온라인 이용중이에요 ㅎㅎ","[-0.00519943  0.01078033 -0.01181793 ... -0.03543091 -0.02513123
 -0.00284004]",2,"['개인', '비싸다', '오프라인', '저렴하다', '온라인']",개인 비싸다 오프라인 저렴하다 온라인,2
3612,오프라인으로 사는게 전 맘편할것같아요 ㅎㅎ,"[ 0.01809692  0.04522705 -0.00278473 ... -0.03256226 -0.0276947
 -0.00597382]",2,"['오프라인', '사다', '편하다']",오프라인 사다 편하다,1
3613,전 절반정도는 품번 알아와서 공식업체에서 온라인으로 주문했어요,"[ 0.00810242  0.01985168 -0.02354431 ... -0.02931213 -0.02996826
  0.00123215]",2,"['절반', '공식', '업체', '온라인', '주문']",절반 공식 업체 온라인 주문,1
3614,오프라인으로 여기저기 견적받아서 햇어용,"[ 0.0010891   0.04205322 -0.01383972 ... -0.02430725 -0.02484131
 -0.00506592]",2,"['오프라인', '여기저기', '견적']",오프라인 여기저기 견적,0
3615,오프라인에서 보고 온라인에서 검색해보고 가장싼거 살거같아요!,"[-0.00418472  0.02346802 -0.03117371 ... -0.01687622 -0.02539062
 -0.01490021]",2,"['오프라인', '온라인', '검색', '싸다', '사다']",오프라인 온라인 검색 싸다 사다,1
3616,오프라인으로 둘러보고 온라인으로 하려구여 더 저렴하대여,"[-0.00262642  0.03497314 -0.02290344 ... -0.029953   -0.02249146
 -0.01084137]",2,"['오프라인', '둘러보다', '온라인', '저렴하다']",오프라인 둘러보다 온라인 저렴하다,1
3617,저는 오프라인으로도 알아본 제품을 온라인으로 알아보고 싼곳으로 해서 구매하려구용,"[ 0.00022352  0.02598572 -0.03543091 ... -0.02302551 -0.01786804
 -0.02458191]",2,"['오프라인', '알아보다', '제품', '온라인', '알아보다', '싸다', '구매']",오프라인 알아보다 제품 온라인 알아보다 싸다 구매,0
3618,온라인이랑 오프라인 견적 보고 비교해서 살 거 같아요!,"[-0.00153828  0.03057861 -0.02024841 ... -0.03068542 -0.03753662
 -0.02340698]",2,"['온라인', '오프라인', '견적', '비교', '사다']",온라인 오프라인 견적 비교 사다,0
3619,오프라인으로 발품파는게 젤 좋아요 !,"[-0.01063538  0.03735352 -0.02003479 ... -0.03512573 -0.03762817
 -0.01143646]",2,"['오프라인', '발품', '파', '좋다']",오프라인 발품 파 좋다,0
3620,오프라인으로 발품 진짜 열심히 팔았는데 온라인이 좀 더 싸길래 결국 온라인으로 진행했어요 대신 오프라인은 사은품을 디게 많이 주더라구요,"[-0.01038361  0.01530457 -0.02755737 ... -0.02441406 -0.03088379
 -0.00889587]",2,"['오프라인', '발품', '팔다', '온라인', '싸다', '결국', '온라인', '진행', '대신', '오프라인', '사은품']",오프라인 발품 팔다 온라인 싸다 결국 온라인 진행 대신 오프라인 사은품,0
3621,오프라인에서 직접 보고 딜도 걸어보고 ㅋㅋ 하려고요!,"[-0.00938416  0.02752686 -0.01134491 ... -0.02879333 -0.01908875
  0.00273514]",2,"['오프라인', '딜도', '걸다']",오프라인 딜도 걸다,2
3622,오프라인에서 할인혜택 받고 사려구요! 여러개 같이 살때는 더 저렴할 거 같아요,"[-0.00051117  0.03744507 -0.04180908 ... -0.01550293 -0.03067017
 -0.0058136 ]",2,"['오프라인', '할인', '혜택', '사다', '살다', '저렴하다']",오프라인 할인 혜택 사다 살다 저렴하다,2
3623,오프라인이 상담이 더 매끄러울거같아서 오프라인으로 하려구여!,"[-0.00016356  0.02284241 -0.01850891 ... -0.02922058 -0.01713562
 -0.00666428]",2,"['오프라인', '상담', '오프라인']",오프라인 상담 오프라인,0
3624,전 비교하고 온라인에서 살 생각도 있어요,"[ 0.0092392   0.02749634 -0.02224731 ... -0.03390503 -0.03530884
 -0.00882721]",2,"['비교', '온라인', '사다', '생각']",비교 온라인 사다 생각,1
3625,오프라인에서 직접 보고 만져보는게 좋더라구요~,"[ 0.00930023  0.03994751 -0.01419067 ... -0.03326416 -0.01641846
 -0.00387383]",2,"['오프라인', '만지다', '좋다']",오프라인 만지다 좋다,1
3626,품목별로 원하는 제품명 찾아서 전체 비교해보긴 해야될것 같아요ㅠㅠ 온라인도 최저가로 쫙 뽑아보고 이것저것 많이 찾아볼수록 싸게 살수 있다고하더라구요,"[ 0.00072289  0.02912903 -0.02189636 ... -0.02841187 -0.01811218
  0.01033783]",2,"['품목', '원하다', '제품명', '찾다', '전체', '비교', '온라인', '최저', '이것저것', '찾아보다', '싸다', '사다']",품목 원하다 제품명 찾다 전체 비교 온라인 최저 이것저것 찾아보다 싸다 사다,0
3627,오프라인으로 해야 가격할인이나 사은품도 받을 수 있는 걸로 알고 있어요!,"[ 0.00034976  0.03100586 -0.02079773 ... -0.0214386  -0.04116821
 -0.01279449]",2,"['오프라인', '가격', '할인', '사은품']",오프라인 가격 할인 사은품,0
3628,오프라인 발품 팔라고 하던데용 그게 서비스도 많고 저렴하게 구입가능하다더라구요,"[-0.0030632   0.03469849 -0.02865601 ... -0.03022766 -0.02833557
 -0.00509262]",2,"['오프라인', '발품', '팔다', '서비스', '많다', '구입', '가능']",오프라인 발품 팔다 서비스 많다 구입 가능,0
3629,전 둘다 비교해봤어요 오프가서 보고 온라인도 비교해보고,"[ 0.00662231  0.00100994 -0.01844788 ... -0.03213501 -0.01901245
 -0.0122757 ]",2,"['비교', '오프', '온라인', '비교']",비교 오프 온라인 비교,0
3630,온라인은 .. 저렴한 대신에 물건이 다르다하더라고용,"[-0.00225639  0.02960205 -0.01267242 ... -0.02774048 -0.01982117
 -0.04022217]",2,"['온라인', '대신', '물건', '다르다']",온라인 대신 물건 다르다,2
3631,오프라인으로 한꺼번에 사니까 나름 싸게 산 것 같아요,"[ 0.00775909  0.03387451 -0.03384399 ... -0.00861359 -0.03765869
 -0.00756454]",2,"['오프라인', '사다', '싸다', '사다']",오프라인 사다 싸다 사다,1
3632,오프라인으로 할인율묶어서 구매하는게 저렴해요,"[ 0.00690842  0.03601074 -0.02546692 ... -0.01338959 -0.03173828
 -0.00764084]",2,"['오프라인', '할인', '묶다', '구매', '저렴하다']",오프라인 할인 묶다 구매 저렴하다,1
3633,주변하시는것 보니 오프라인도 괜찮은것 같더라구요! ㅎㅎ,"[-5.27501106e-05  2.56500244e-02 -2.01110840e-02 ... -2.37274170e-02
 -1.00173950e-02 -3.58009338e-03]",2,"['주변', '오프라인', '괜찮다']",주변 오프라인 괜찮다,0
3634,오프라인과 온라인 가격비딩하고 결정하는거 추천해요,"[ 0.00313568  0.02334595 -0.02311707 ... -0.02452087 -0.01346588
 -0.00914001]",2,"['오프라인', '온라인', '가격', '결정', '추천']",오프라인 온라인 가격 결정 추천,0
3635,오프라인 온라인 둘 다 비교하시는게 좋아보여용,"[ 0.01308441  0.01325226 -0.02305603 ... -0.03009033 -0.02043152
 -0.01498413]",2,"['오프라인', '온라인', '비교', '좋다', '보이다']",오프라인 온라인 비교 좋다 보이다,0
3636,저도 오프라인으로 보고 온라인이랑 가격차이 심하면 온라인주문할래용,"[-0.00958252  0.03210449 -0.0123291  ... -0.01779175 -0.03549194
 -0.00237274]",2,"['오프라인', '온라인', '가격', '차이', '심하다', '온라인', '주문']",오프라인 온라인 가격 차이 심하다 온라인 주문,0
3637,저희는 묶음으로 살게 없어서 오프라인과 온라인 섞었어요 ㅎㅎ,"[ 0.00301933  0.02615356 -0.00067854 ... -0.01730347 -0.03897095
 -0.01329041]",2,"['묶음', '사다', '오프라인', '온라인', '섞다']",묶음 사다 오프라인 온라인 섞다,1
3638,오프라인이 더 혜택이 많은거같아요! 백화점비싸다해서 안가려했는데 가보니 캐쉬백이나 포인트 혜택많아서 쏠쏠했어용!,"[ 0.01863098  0.00536728 -0.02909851 ... -0.04107666 -0.03671265
  0.00288391]",2,"['오프라인', '혜택', '많다', '백화점', '비싸다', '캐쉬', '포인트', '혜택', '많다']",오프라인 혜택 많다 백화점 비싸다 캐쉬 포인트 혜택 많다,2
3639,우선 발품 팔아보고 백화점이랑 밖이랑 큰 차이없으면 백화점이요! ㅎㅎ,"[ 0.0073967   0.01618958 -0.02148438 ... -0.04751587 -0.03994751
  0.00177383]",2,"['발품', '팔다', '백화점', '크다', '차이', '백화점']",발품 팔다 백화점 크다 차이 백화점,2
3640,일단 발품 팔아보려구요! 다들 백화점에서도 많이하신대요,"[ 0.00821686  0.02397156 -0.02275085 ... -0.05023193 -0.04251099
  0.01482391]",2,"['발품', '팔다', '백화점']",발품 팔다 백화점,0
3641,일단 직접보고 할인혜택 비교해보고 온라인포함해 결정하게요,"[ 0.01013947  0.03390503 -0.01582336 ... -0.0355835  -0.0328064
 -0.00301933]",2,"['할인', '혜택', '비교', '온라인', '포함', '결정']",할인 혜택 비교 온라인 포함 결정,0
3642,저희는 오프라인에서 상담받고 직원가사이트에서 구매했어요,"[ 0.00462341  0.01287842 -0.02934265 ... -0.02532959 -0.04440308
 -0.02017212]",2,"['오프라인', '상담', '직원', '사이트', '구매']",오프라인 상담 직원 사이트 구매,0
3643,저도 발품팔긴해야하는데 성격상 그냥 백화점가서 맞춰버릴거같아요 ㅠㅠ,"[-0.00513458  0.01922607 -0.01142883 ... -0.04525757 -0.05215454
  0.02786255]",2,"['발품', '팔다', '성격', '백화점', '맞추다']",발품 팔다 성격 백화점 맞추다,2
3644,"저는 백화점, 대리점 여러군데 발품 팔고 결정할 생각입니당","[ 0.01586914  0.01965332 -0.02853394 ... -0.04208374 -0.04751587
  0.01027679]",2,"['백화점', '대리점', '발품', '팔다', '결정', '생각']",백화점 대리점 발품 팔다 결정 생각,0
3645,온라인은 한계가 있는거 같아요 전 오프라인에서 직접 보고 사는게 좋다고 생각합니다,"[ 0.00022948  0.02050781 -0.00645828 ... -0.03521729 -0.03616333
  0.00238609]",2,"['온라인', '한계', '오프라인', '사다', '좋다', '생각']",온라인 한계 오프라인 사다 좋다 생각,0
3646,저는 오프라인에서 정보 얻고 온라인에서 구매했어요 ㅎㅎ,"[-0.00143242  0.01406097 -0.02207947 ... -0.02175903 -0.03347778
 -0.02563477]",2,"['오프라인', '정보', '온라인', '구매']",오프라인 정보 온라인 구매,0
3647,우선 오프라인으로 혜택이나 이런것도 보구 직접 볼수 있으니 오프라인이요!,"[ 0.00538635  0.02290344 -0.01928711 ... -0.03077698 -0.02185059
 -0.01951599]",2,"['오프라인', '혜택', '오프라인']",오프라인 혜택 오프라인,0
3648,한번에 살거면 오프라인 조금 상거면 온라인이요 ㅎㅎ,"[-0.00383568  0.02250671 -0.00857544 ... -0.0328064  -0.02430725
 -0.01183319]",2,"['살다', '오프라인', '상거', '온라인']",살다 오프라인 상거 온라인,1
3649,저는 오프라인으로 사는게 마음이 놓여요,"[ 0.01455688  0.04013062 -0.00694656 ... -0.03118896 -0.03436279
 -0.00993347]",2,"['오프라인', '사다', '마음', '놓이다']",오프라인 사다 마음 놓이다,2
3650,저희는 일단 오프라인에서 견전 먼저 내보려구요! 이월상품이나 핫딜 상품으로 산다면 온라인이 더 싸긴 한 것 같더라구요,"[-0.01158905  0.02282715 -0.02412415 ... -0.03161621 -0.03479004
 -0.01980591]",2,"['오프라인', '내다', '이월', '상품', '상품', '사다', '온라인', '싸다']",오프라인 내다 이월 상품 상품 사다 온라인 싸다,2
3651,한번에 살 때는 오프라인이 유리한 것 같아요! 오늘의집은 한품목씩 딜 뜰때 사면 이득이긴 하더라구요!,"[-0.00068283  0.0161438  -0.0378418  ... -0.03390503 -0.04904175
 -0.00262642]",2,"['살다', '오프라인', '유리', '오늘', '품목', '뜨다', '사다', '이득']",살다 오프라인 유리 오늘 품목 뜨다 사다 이득,1
3652,한번에 살때는 오프라인이 유리하고 한 품목씩 따로살때는 온라인이 저렴해요 ㅎㅎ,"[ 0.00276184  0.02305603 -0.02822876 ... -0.02310181 -0.03536987
 -0.00656509]",2,"['살다', '오프라인', '유리', '품목', '살다', '온라인', '저렴하다']",살다 오프라인 유리 품목 살다 온라인 저렴하다,1
3653,저희는 3개 정도만 추가로 살 생각이어서 온라인으로 구매했어요,"[ 0.01117706  0.03384399 -0.03222656 ... -0.01426697 -0.03125
 -0.00589752]",2,"['추가', '사다', '생각', '온라인', '구매']",추가 사다 생각 온라인 구매,1
3654,오프라인으로 여기저기 찾아보고 세트로 한번에 구매하는게 좋은거같아요!,"[ 0.00730515  0.03140259 -0.03121948 ... -0.03065491 -0.04193115
 -0.00437546]",2,"['오프라인', '여기저기', '찾아보다', '세트', '구매', '좋다']",오프라인 여기저기 찾아보다 세트 구매 좋다,0
3655,어디서 사든 오프라인 방문 한번은 필수라 생각해요,"[ 0.00904083  0.02926636 -0.01911926 ... -0.03491211 -0.04116821
 -0.0044136 ]",2,"['사다', '오프라인', '방문', '필수', '생각']",사다 오프라인 방문 필수 생각,0
3656,오늘의집은 가전보단 가구요! 저희는 온라인에서 다 끝냈어요,"[ 0.00346947  0.03747559 -0.02545166 ... -0.02954102 -0.06027222
 -0.03019714]",2,"['오늘', '가전', '온라인', '끝내다']",오늘 가전 온라인 끝내다,2
